emp_no,first_name,last_name,title,from_date,to_date,salary
11871,Nalini,Sommen,Engineer,1993-10-13,1998-10-13,"$67,424.00"
11872,Cheong,Riexinger,Senior Staff,2002-02-12,9999-01-01,"$43,159.00"
11872,Cheong,Riexinger,Staff,1994-02-12,2002-02-12,"$43,159.00"
11894,Mitchel,Validov,Senior Engineer,1988-06-22,9999-01-01,"$56,198.00"
11897,Cordelia,Setlzner,Senior Staff,1997-06-16,9999-01-01,"$80,049.00"
11897,Cordelia,Setlzner,Staff,1988-06-16,1997-06-16,"$80,049.00"
11906,Hideo,Boguraev,Engineer,1999-02-07,9999-01-01,"$81,324.00"
11915,Miomir,Mawatari,Senior Engineer,2001-06-28,9999-01-01,"$58,042.00"
11915,Miomir,Mawatari,Engineer,1992-06-28,2001-06-28,"$58,042.00"
11931,Gunilla,Chiodo,Senior Staff,2000-01-13,9999-01-01,"$73,369.00"
11931,Gunilla,Chiodo,Staff,1991-01-13,2000-01-13,"$73,369.00"
11933,Basil,Erman,Senior Engineer,1992-06-12,9999-01-01,"$56,130.00"
11933,Basil,Erman,Engineer,1987-06-13,1992-06-12,"$56,130.00"
11949,Martijn,Harbusch,Technique Leader,1985-03-11,9999-01-01,"$40,000.00"
11983,Jaana,Hedayat,Senior Engineer,1994-10-11,9999-01-01,"$40,000.00"
11983,Jaana,Hedayat,Engineer,1986-10-11,1994-10-11,"$40,000.00"
11993,Marit,Dalphin,Senior Staff,1996-10-22,9999-01-01,"$56,505.00"
12011,Zhilian,Coorg,Senior Staff,1997-07-22,9999-01-01,"$85,833.00"
12011,Zhilian,Coorg,Staff,1988-07-22,1997-07-22,"$85,833.00"
12036,Mads,Ratzlaff,Senior Staff,1995-09-05,9999-01-01,"$67,143.00"
12036,Mads,Ratzlaff,Staff,1986-09-05,1995-09-05,"$67,143.00"
12037,Arunas,Katzenelson,Senior Staff,1992-09-30,9999-01-01,"$47,805.00"
12037,Arunas,Katzenelson,Staff,1986-10-01,1992-09-30,"$47,805.00"
12050,Yuchang,Tchuente,Engineer,1996-04-01,9999-01-01,"$46,704.00"
12050,Yuchang,Tchuente,Assistant Engineer,1989-04-01,1996-04-01,"$46,704.00"
12062,Margareta,Worfolk,Senior Staff,1996-01-04,9999-01-01,"$44,199.00"
12069,Ayonca,Burnard,Senior Engineer,1995-05-13,9999-01-01,"$51,928.00"
12069,Ayonca,Burnard,Engineer,1990-05-13,1995-05-13,"$51,928.00"
12069,Ayonca,Burnard,Assistant Engineer,1985-05-13,1990-05-13,"$51,928.00"
12070,Ger,Shokrollahi,Technique Leader,1988-11-14,9999-01-01,"$50,233.00"
12076,Karlis,Siprelle,Senior Staff,1985-03-25,9999-01-01,"$75,381.00"
12082,Xinan,Yamaashi,Senior Staff,1992-01-29,9999-01-01,"$72,118.00"
12082,Xinan,Yamaashi,Staff,1986-01-29,1992-01-29,"$72,118.00"
12089,Bilhanan,Socorro,Senior Staff,1994-10-22,9999-01-01,"$46,288.00"
12089,Bilhanan,Socorro,Staff,1986-10-22,1994-10-22,"$46,288.00"
12099,Nobuyoshi,Kuzuoka,Senior Staff,1999-02-15,9999-01-01,"$104,610.00"
12099,Nobuyoshi,Kuzuoka,Staff,1994-02-15,1999-02-15,"$104,610.00"
12112,Satyanarayana,Avouris,Senior Staff,1997-09-26,9999-01-01,"$76,538.00"
12112,Satyanarayana,Avouris,Staff,1989-09-26,1997-09-26,"$76,538.00"
12122,Satoru,Krone,Senior Engineer,1992-07-23,9999-01-01,"$46,398.00"
12122,Satoru,Krone,Engineer,1987-07-24,1992-07-23,"$46,398.00"
12123,Xiahua,Syrzycki,Senior Staff,1994-07-18,9999-01-01,"$64,879.00"
12123,Xiahua,Syrzycki,Staff,1987-07-18,1994-07-18,"$64,879.00"
12125,Shounak,Erman,Engineer,1997-03-31,9999-01-01,"$41,215.00"
12149,Suebskul,Grandbois,Senior Staff,1988-10-01,9999-01-01,"$109,934.00"
12159,Shem,Perly,Senior Engineer,1985-07-17,9999-01-01,"$61,210.00"
12165,Xiaobin,Maquelin,Senior Engineer,1994-08-29,9999-01-01,"$41,951.00"
12183,Harngdar,Iisaku,Engineer,1998-04-04,9999-01-01,"$40,000.00"
12192,Feiyu,Klyachko,Senior Engineer,1991-09-02,9999-01-01,"$41,625.00"
12192,Feiyu,Klyachko,Engineer,1986-09-02,1991-09-02,"$41,625.00"
12205,Sushant,Rossi,Senior Engineer,1987-11-11,9999-01-01,"$40,000.00"
12206,Barton,Janetzko,Senior Engineer,2001-03-27,9999-01-01,"$40,000.00"
12206,Barton,Janetzko,Engineer,1993-03-27,2001-03-27,"$40,000.00"
12206,Barton,Janetzko,Assistant Engineer,1985-03-27,1993-03-27,"$40,000.00"
12218,Yaghout,Strooper,Senior Engineer,2000-03-11,9999-01-01,"$40,000.00"
12218,Yaghout,Strooper,Engineer,1991-03-12,2000-03-11,"$40,000.00"
12221,Vincent,Melter,Senior Engineer,1991-09-16,9999-01-01,"$56,736.00"
12221,Vincent,Melter,Engineer,1985-09-16,1991-09-16,"$56,736.00"
12222,Abdelwaheb,Holburn,Senior Staff,1996-08-14,9999-01-01,"$55,840.00"
12222,Abdelwaheb,Holburn,Staff,1987-08-15,1996-08-14,"$55,840.00"
12223,Niteen,Koyama,Senior Engineer,1995-08-13,9999-01-01,"$54,459.00"
12223,Niteen,Koyama,Engineer,1986-08-13,1995-08-13,"$54,459.00"
12247,Subbu,Penttonen,Technique Leader,1985-04-09,9999-01-01,"$59,183.00"
12249,Eldridge,Sadowski,Senior Engineer,1996-06-20,9999-01-01,"$70,099.00"
12249,Eldridge,Sadowski,Engineer,1987-06-21,1996-06-20,"$70,099.00"
12256,Guadalupe,Reghbati,Senior Staff,1992-08-26,9999-01-01,"$40,000.00"
12256,Guadalupe,Reghbati,Staff,1985-08-26,1992-08-26,"$40,000.00"
12264,Mart,Pagter,Engineer,1998-01-09,9999-01-01,"$51,816.00"
12270,Shakhar,Kornyak,Senior Staff,1996-08-19,9999-01-01,"$52,840.00"
12270,Shakhar,Kornyak,Staff,1989-08-19,1996-08-19,"$52,840.00"
12272,Behnaam,Grandbois,Senior Staff,1992-12-07,9999-01-01,"$43,811.00"
12272,Behnaam,Grandbois,Staff,1987-12-08,1992-12-07,"$43,811.00"
12308,Mototsugu,Cronau,Senior Staff,1991-08-11,9999-01-01,"$58,741.00"
12308,Mototsugu,Cronau,Staff,1985-08-11,1991-08-11,"$58,741.00"
12311,Susanne,Lubachevsky,Senior Engineer,1985-10-22,9999-01-01,"$40,000.00"
12327,DAIDA,Bruckman,Senior Engineer,1992-10-15,9999-01-01,"$67,449.00"
12327,DAIDA,Bruckman,Engineer,1986-10-16,1992-10-15,"$67,449.00"
12341,Rasiah,Luga,Senior Engineer,1990-05-25,9999-01-01,"$40,000.00"
12341,Rasiah,Luga,Engineer,1985-05-25,1990-05-25,"$40,000.00"
12343,Sorina,Slaats,Senior Staff,1997-08-25,9999-01-01,"$52,134.00"
12343,Sorina,Slaats,Staff,1988-08-25,1997-08-25,"$52,134.00"
12365,Kamakshi,Bisiani,Senior Engineer,1994-09-12,9999-01-01,"$40,000.00"
12365,Kamakshi,Bisiani,Engineer,1988-09-12,1994-09-12,"$40,000.00"
12373,Mooi,Driscoll,Senior Staff,1993-11-11,9999-01-01,"$75,986.00"
12395,Sanjit,Felder,Senior Staff,1995-06-05,9999-01-01,"$66,909.00"
12399,Mihalis,Luga,Senior Staff,1996-12-06,9999-01-01,"$85,582.00"
12399,Mihalis,Luga,Staff,1987-12-07,1996-12-06,"$85,582.00"
12411,Shao,Ibel,Senior Staff,1991-08-17,9999-01-01,"$97,610.00"
12411,Shao,Ibel,Staff,1986-08-17,1991-08-17,"$97,610.00"
12413,Hugh,Gadepally,Senior Engineer,1999-03-04,9999-01-01,"$53,179.00"
12413,Hugh,Gadepally,Engineer,1994-03-04,1999-03-04,"$53,179.00"
12417,Dannz,Spelt,Senior Engineer,1998-02-02,9999-01-01,"$67,342.00"
12422,Berhard,Demos,Senior Staff,2001-06-07,9999-01-01,"$71,376.00"
12422,Berhard,Demos,Staff,1993-06-07,2001-06-07,"$71,376.00"
12454,Kerryn,Farris,Staff,1998-12-18,9999-01-01,"$41,347.00"
12464,Shai,Milicic,Staff,1998-06-01,9999-01-01,"$50,448.00"
12475,Filipe,Roison,Senior Engineer,1996-04-25,9999-01-01,"$40,000.00"
12475,Filipe,Roison,Engineer,1987-04-26,1996-04-25,"$40,000.00"
12487,Mona,Reghbati,Senior Staff,1998-12-07,9999-01-01,"$40,000.00"
12489,Arnould,Munck,Senior Engineer,1986-04-11,9999-01-01,"$63,306.00"
12490,Jackson,Muchinsky,Senior Engineer,2000-05-08,9999-01-01,"$40,000.00"
12490,Jackson,Muchinsky,Engineer,1994-05-09,2000-05-08,"$40,000.00"
12497,Stein,Penz,Senior Staff,1997-09-25,9999-01-01,"$81,191.00"
12497,Stein,Penz,Staff,1989-09-25,1997-09-25,"$81,191.00"
12501,Morrie,Matheson,Senior Staff,1986-06-05,9999-01-01,"$76,082.00"
12504,Adly,Rosaz,Engineer,1997-08-14,9999-01-01,"$40,000.00"
12514,Tomofumi,Melter,Engineer,1999-11-13,9999-01-01,"$54,241.00"
12528,Conor,Cincotta,Senior Staff,1997-09-24,9999-01-01,"$40,000.00"
12528,Conor,Cincotta,Staff,1988-09-24,1997-09-24,"$40,000.00"
12534,Yongmao,Gerlach,Senior Engineer,1985-08-14,9999-01-01,"$66,715.00"
12541,Shih,Nanard,Senior Staff,1996-08-31,9999-01-01,"$93,105.00"
12541,Shih,Nanard,Staff,1988-08-31,1996-08-31,"$93,105.00"
12542,Kazuhide,Bouloucos,Senior Staff,1993-09-11,9999-01-01,"$44,176.00"
12542,Kazuhide,Bouloucos,Staff,1987-09-12,1993-09-11,"$44,176.00"
12551,Jeane,Tzvieli,Senior Engineer,1993-12-03,9999-01-01,"$40,000.00"
12551,Jeane,Tzvieli,Engineer,1987-12-04,1993-12-03,"$40,000.00"
12553,Aral,Vesna,Senior Staff,1987-02-28,9999-01-01,"$40,000.00"
12557,Stafford,Kopetz,Senior Engineer,1988-03-20,9999-01-01,"$41,840.00"
12589,Anoosh,Chleq,Senior Engineer,1997-09-08,9999-01-01,"$59,441.00"
12589,Anoosh,Chleq,Engineer,1988-09-08,1997-09-08,"$59,441.00"
12596,Breannda,Roisin,Senior Staff,1996-09-29,9999-01-01,"$40,000.00"
12601,Ghassan,Simkin,Senior Engineer,2002-07-09,9999-01-01,"$41,714.00"
12601,Ghassan,Simkin,Engineer,1997-07-09,2002-07-09,"$41,714.00"
12601,Ghassan,Simkin,Assistant Engineer,1992-07-09,1997-07-09,"$41,714.00"
12608,Nectarios,Mondadori,Senior Staff,2000-02-22,9999-01-01,"$40,000.00"
12608,Nectarios,Mondadori,Staff,1991-02-22,2000-02-22,"$40,000.00"
12635,Xinyu,Restivo,Senior Engineer,2000-02-03,9999-01-01,"$40,000.00"
12635,Xinyu,Restivo,Engineer,1995-02-03,2000-02-03,"$40,000.00"
12638,Yuqun,Seiwald,Engineer,1999-04-29,9999-01-01,"$56,677.00"
12642,Suebskul,Gips,Senior Staff,2001-10-28,9999-01-01,"$68,271.00"
12642,Suebskul,Gips,Staff,1996-10-28,2001-10-28,"$68,271.00"
12651,Pragnesh,Bael,Senior Staff,1988-01-27,9999-01-01,"$75,150.00"
12662,Leucio,Alvarado,Engineer,1994-08-27,9999-01-01,"$69,016.00"
12662,Leucio,Alvarado,Assistant Engineer,1985-08-27,1994-08-27,"$69,016.00"
12663,Nobuyoshi,Stellhorn,Technique Leader,1986-09-29,9999-01-01,"$49,966.00"
12664,Zhonghua,Parveen,Staff,1999-08-04,9999-01-01,"$40,000.00"
12689,Luerbio,Boudaillier,Senior Engineer,2001-11-23,9999-01-01,"$59,689.00"
12689,Luerbio,Boudaillier,Engineer,1992-11-23,2001-11-23,"$59,689.00"
12691,Oddvar,Gils,Senior Engineer,1998-08-25,9999-01-01,"$48,493.00"
12691,Oddvar,Gils,Engineer,1992-08-25,1998-08-25,"$48,493.00"
12697,Uri,Brizzi,Senior Staff,1994-07-11,9999-01-01,"$40,000.00"
12697,Uri,Brizzi,Staff,1986-07-11,1994-07-11,"$40,000.00"
12709,Ronghao,Botman,Senior Engineer,2001-02-25,9999-01-01,"$45,510.00"
12709,Ronghao,Botman,Engineer,1995-02-26,2001-02-25,"$45,510.00"
12717,Tzu,Jiafu,Staff,1999-10-20,9999-01-01,"$53,194.00"
12722,Elliott,Cheshire,Senior Staff,1985-03-29,9999-01-01,"$62,325.00"
12726,Fumitake,Panwar,Senior Engineer,1994-05-19,9999-01-01,"$61,177.00"
12729,Nahla,Rahier,Senior Engineer,1997-10-15,9999-01-01,"$51,796.00"
12729,Nahla,Rahier,Engineer,1992-10-15,1997-10-15,"$51,796.00"
12731,Yongmao,Waymire,Senior Staff,1988-04-05,9999-01-01,"$40,000.00"
12732,Mara,Takanami,Senior Staff,1988-04-06,9999-01-01,"$74,436.00"
12734,Gil,Frijda,Senior Engineer,1986-03-03,9999-01-01,"$40,000.00"
12755,Rildo,Rodite,Senior Staff,1994-03-18,9999-01-01,"$40,196.00"
12755,Rildo,Rodite,Staff,1987-03-18,1994-03-18,"$40,196.00"
12773,Jenwei,Lovengreen,Senior Engineer,1994-03-05,9999-01-01,"$65,556.00"
12773,Jenwei,Lovengreen,Engineer,1985-03-05,1994-03-05,"$65,556.00"
12790,Gunilla,Perl,Senior Staff,2000-08-07,9999-01-01,"$87,760.00"
12790,Gunilla,Perl,Staff,1995-08-08,2000-08-07,"$87,760.00"
12795,Masoud,Fordan,Senior Staff,1997-06-23,9999-01-01,"$56,969.00"
12795,Masoud,Fordan,Staff,1988-06-23,1997-06-23,"$56,969.00"
12798,Lillian,Beeson,Senior Staff,1996-12-26,9999-01-01,"$81,145.00"
12798,Lillian,Beeson,Staff,1987-12-27,1996-12-26,"$81,145.00"
12803,Gad,Boissier,Senior Staff,1990-03-16,9999-01-01,"$91,789.00"
12803,Gad,Boissier,Staff,1985-03-16,1990-03-16,"$91,789.00"
12815,Sushant,Junot,Senior Staff,1993-02-27,9999-01-01,"$65,073.00"
12815,Sushant,Junot,Staff,1985-02-27,1993-02-27,"$65,073.00"
12819,Mountaz,Gubsky,Senior Engineer,1996-09-09,9999-01-01,"$48,455.00"
12819,Mountaz,Gubsky,Engineer,1989-09-09,1996-09-09,"$48,455.00"
12848,Kazuhide,Smeets,Engineer,1997-05-11,9999-01-01,"$40,000.00"
12863,Leif,Matheson,Senior Engineer,1990-09-06,9999-01-01,"$62,803.00"
12863,Leif,Matheson,Engineer,1985-09-06,1990-09-06,"$62,803.00"
12872,Marl,Schmittgen,Senior Staff,1993-09-09,9999-01-01,"$56,040.00"
12872,Marl,Schmittgen,Staff,1986-09-09,1993-09-09,"$56,040.00"
12879,Baruch,Eugenio,Senior Engineer,1995-06-11,9999-01-01,"$40,000.00"
12879,Baruch,Eugenio,Engineer,1990-06-11,1995-06-11,"$40,000.00"
12890,Neven,Casley,Senior Staff,1985-10-31,9999-01-01,"$66,803.00"
12893,Licheng,Crouzet,Senior Staff,1995-03-18,9999-01-01,"$50,803.00"
12893,Licheng,Crouzet,Staff,1987-03-18,1995-03-18,"$50,803.00"
12895,Roddy,Serot,Senior Engineer,1993-08-15,9999-01-01,"$40,000.00"
12905,Munehiro,Gecsei,Senior Engineer,1993-07-18,9999-01-01,"$58,659.00"
12905,Munehiro,Gecsei,Engineer,1987-07-19,1993-07-18,"$58,659.00"
12926,Heekeun,Luby,Senior Staff,1992-12-24,9999-01-01,"$68,314.00"
12926,Heekeun,Luby,Staff,1985-12-24,1992-12-24,"$68,314.00"
12940,Odinaldo,Farrar,Senior Engineer,1992-12-11,9999-01-01,"$49,760.00"
12940,Odinaldo,Farrar,Engineer,1987-12-12,1992-12-11,"$49,760.00"
12941,Tommaso,Perelgut,Senior Engineer,1995-11-06,9999-01-01,"$67,069.00"
12941,Tommaso,Perelgut,Engineer,1986-11-06,1995-11-06,"$67,069.00"
12949,Geoff,Asrin,Senior Engineer,1992-02-12,9999-01-01,"$40,000.00"
12949,Geoff,Asrin,Engineer,1987-02-12,1992-02-12,"$40,000.00"
12977,Byong,Markovitch,Senior Engineer,1992-08-23,9999-01-01,"$61,326.00"
12977,Byong,Markovitch,Engineer,1987-08-24,1992-08-23,"$61,326.00"
12983,Elliott,Hambrick,Staff,1999-06-28,9999-01-01,"$57,252.00"
13030,Yahiko,Kroll,Senior Staff,1999-11-25,9999-01-01,"$51,770.00"
13030,Yahiko,Kroll,Staff,1993-11-25,1999-11-25,"$51,770.00"
13046,Vivian,Stafford,Senior Staff,1987-04-19,9999-01-01,"$40,000.00"
13047,Atilio,Chelton,Senior Engineer,1997-02-25,9999-01-01,"$52,323.00"
13047,Atilio,Chelton,Engineer,1992-02-26,1997-02-25,"$52,323.00"
13075,Rosella,Morrin,Senior Staff,1991-08-17,9999-01-01,"$40,000.00"
13075,Rosella,Morrin,Staff,1986-08-17,1991-08-17,"$40,000.00"
13076,Deniz,Skafidas,Engineer,1995-01-28,9999-01-01,"$50,582.00"
13096,Ibibia,Armand,Senior Engineer,2001-04-22,9999-01-01,"$52,544.00"
13096,Ibibia,Armand,Engineer,1994-04-22,2001-04-22,"$52,544.00"
13103,Srinidhi,Ellozy,Senior Engineer,1988-06-19,9999-01-01,"$40,000.00"
13124,Quingbo,Garnick,Senior Staff,1985-03-17,9999-01-01,"$73,785.00"
13133,Guther,Senzako,Senior Staff,1991-09-03,9999-01-01,"$67,777.00"
13133,Guther,Senzako,Staff,1985-09-03,1991-09-03,"$67,777.00"
13134,Lorien,Chepyzhov,Senior Engineer,1993-10-22,9999-01-01,"$51,227.00"
13134,Lorien,Chepyzhov,Engineer,1987-10-23,1993-10-22,"$51,227.00"
13144,Persi,Nollmann,Senior Staff,1997-06-19,9999-01-01,"$52,825.00"
13144,Persi,Nollmann,Staff,1989-06-19,1997-06-19,"$52,825.00"
13146,Haldon,Erie,Senior Staff,1985-05-25,9999-01-01,"$61,398.00"
13147,Shichao,Ginesta,Senior Staff,1998-06-29,9999-01-01,"$77,429.00"
13147,Shichao,Ginesta,Staff,1993-06-29,1998-06-29,"$77,429.00"
13156,Akeel,Millington,Senior Engineer,2000-08-18,9999-01-01,"$48,285.00"
13156,Akeel,Millington,Engineer,1992-08-18,2000-08-18,"$48,285.00"
13165,Lucian,Benner,Senior Engineer,1995-03-17,9999-01-01,"$42,796.00"
13165,Lucian,Benner,Engineer,1988-03-16,1995-03-17,"$42,796.00"
13168,Munir,Stentiford,Senior Engineer,1992-09-10,9999-01-01,"$49,210.00"
13168,Munir,Stentiford,Engineer,1987-09-11,1992-09-10,"$49,210.00"
13170,Cheong,Bernardeschi,Senior Staff,1998-01-09,9999-01-01,"$49,012.00"
13170,Cheong,Bernardeschi,Staff,1993-01-09,1998-01-09,"$49,012.00"
13171,Anoosh,Birnbaum,Senior Engineer,1995-08-31,9999-01-01,"$40,000.00"
13171,Anoosh,Birnbaum,Engineer,1987-08-31,1995-08-31,"$40,000.00"
13173,Arve,Horswill,Senior Staff,1996-09-23,9999-01-01,"$46,354.00"
13173,Arve,Horswill,Staff,1987-09-24,1996-09-23,"$46,354.00"
13179,Moty,Janocha,Staff,1999-02-19,9999-01-01,"$90,233.00"
13182,Kokou,Rodite,Engineer,1999-03-03,9999-01-01,"$46,832.00"
13186,Kyoichi,Barbanera,Senior Staff,1995-04-29,9999-01-01,"$93,138.00"
13186,Kyoichi,Barbanera,Staff,1986-04-29,1995-04-29,"$93,138.00"
13192,Rosita,Flowers,Technique Leader,1993-02-01,9999-01-01,"$43,986.00"
13202,Aram,Scharstein,Senior Staff,1992-03-28,9999-01-01,"$51,915.00"
13202,Aram,Scharstein,Staff,1986-03-29,1992-03-28,"$51,915.00"
13210,Jianhua,Klassen,Senior Staff,2002-07-27,9999-01-01,"$83,961.00"
13210,Jianhua,Klassen,Staff,1997-07-27,2002-07-27,"$83,961.00"
13213,Hein,Billawala,Senior Staff,1993-08-30,9999-01-01,"$61,131.00"
13213,Hein,Billawala,Staff,1988-08-30,1993-08-30,"$61,131.00"
13232,Mitchel,Fujisaki,Technique Leader,1986-06-02,9999-01-01,"$40,000.00"
13233,Alselm,Chvatal,Senior Engineer,1995-03-31,9999-01-01,"$49,414.00"
13233,Alselm,Chvatal,Engineer,1987-03-31,1995-03-31,"$49,414.00"
13238,Ebru,Foote,Senior Staff,1998-10-10,9999-01-01,"$40,000.00"
13238,Ebru,Foote,Staff,1993-10-10,1998-10-10,"$40,000.00"
13240,King,Pileggi,Senior Engineer,2001-03-10,9999-01-01,"$49,018.00"
13240,King,Pileggi,Engineer,1994-03-10,2001-03-10,"$49,018.00"
13250,Zeydy,Schusler,Senior Engineer,1998-10-27,9999-01-01,"$47,829.00"
13250,Zeydy,Schusler,Engineer,1993-10-28,1998-10-27,"$47,829.00"
13250,Zeydy,Schusler,Assistant Engineer,1988-10-28,1993-10-28,"$47,829.00"
13272,Arun,Jiang,Senior Staff,1985-03-10,9999-01-01,"$40,000.00"
13276,Yechiam,Seuren,Senior Staff,1991-03-09,9999-01-01,"$65,836.00"
13276,Yechiam,Seuren,Staff,1986-03-09,1991-03-09,"$65,836.00"
13288,Muneo,Broomell,Senior Staff,1995-04-14,9999-01-01,"$40,000.00"
13288,Muneo,Broomell,Staff,1987-04-14,1995-04-14,"$40,000.00"
13291,Georg,Stamatiou,Senior Engineer,1993-10-30,9999-01-01,"$54,720.00"
13291,Georg,Stamatiou,Engineer,1986-10-30,1993-10-30,"$54,720.00"
13302,Mack,Alencar,Senior Engineer,1997-09-26,9999-01-01,"$40,000.00"
13302,Mack,Alencar,Engineer,1990-09-26,1997-09-26,"$40,000.00"
13315,Sakthirel,Stroustrup,Senior Engineer,1999-06-02,9999-01-01,"$40,000.00"
13315,Sakthirel,Stroustrup,Engineer,1991-06-02,1999-06-02,"$40,000.00"
13332,Nidapan,Pearson,Senior Engineer,1997-09-23,9999-01-01,"$40,000.00"
13332,Nidapan,Pearson,Engineer,1992-09-23,1997-09-23,"$40,000.00"
13332,Nidapan,Pearson,Assistant Engineer,1987-09-24,1992-09-23,"$40,000.00"
13333,Yoshinari,Hennebert,Engineer,1996-03-23,9999-01-01,"$50,997.00"
13333,Yoshinari,Hennebert,Assistant Engineer,1988-03-23,1996-03-23,"$50,997.00"
13341,Bodh,Doering,Senior Staff,1992-03-10,9999-01-01,"$40,000.00"
13341,Bodh,Doering,Staff,1986-03-11,1992-03-10,"$40,000.00"
13343,Heon,Usery,Senior Staff,1995-07-30,9999-01-01,"$40,000.00"
13343,Heon,Usery,Staff,1988-07-29,1995-07-30,"$40,000.00"
13368,Kiyokazu,Klassen,Staff,1997-09-30,9999-01-01,"$52,872.00"
13371,Nakhoon,Riexinger,Senior Engineer,1991-12-13,9999-01-01,"$40,000.00"
13373,Juichirou,Naumovich,Senior Staff,2000-08-23,9999-01-01,"$82,749.00"
13373,Juichirou,Naumovich,Staff,1991-08-24,2000-08-23,"$82,749.00"
13385,Claudi,Buchter,Senior Staff,1986-06-10,9999-01-01,"$40,000.00"
13386,Khosrow,Sgarro,Technique Leader,1986-02-23,9999-01-01,"$91,420.00"
13389,Divine,Cmelik,Senior Staff,1988-03-23,9999-01-01,"$40,000.00"
13392,Fumitake,Beidas,Senior Staff,1993-08-26,9999-01-01,"$69,221.00"
13392,Fumitake,Beidas,Staff,1988-08-26,1993-08-26,"$69,221.00"
13396,Chuanyi,Aumann,Senior Staff,1994-03-29,9999-01-01,"$40,000.00"
13402,Augustine,Dulli,Engineer,1999-09-12,9999-01-01,"$40,000.00"
13405,Randy,Baba,Senior Staff,1990-05-10,9999-01-01,"$60,799.00"
13407,Gio,Chenoweth,Senior Engineer,2001-10-03,9999-01-01,"$60,348.00"
13407,Gio,Chenoweth,Engineer,1992-10-03,2001-10-03,"$60,348.00"
13408,Sreekrishna,Lagarias,Senior Engineer,2000-07-24,9999-01-01,"$52,479.00"
13408,Sreekrishna,Lagarias,Engineer,1995-07-25,2000-07-24,"$52,479.00"
13415,Nathalie,Speer,Technique Leader,1991-04-25,9999-01-01,"$61,838.00"
13422,Vishwani,Gerlach,Senior Engineer,1995-01-17,9999-01-01,"$59,466.00"
13422,Vishwani,Gerlach,Engineer,1988-01-17,1995-01-17,"$59,466.00"
13442,Giordano,Miake,Senior Staff,1994-06-16,9999-01-01,"$40,000.00"
13442,Giordano,Miake,Staff,1987-06-16,1994-06-16,"$40,000.00"
13443,Mayuko,Puppo,Senior Engineer,1996-12-25,9999-01-01,"$40,000.00"
13443,Mayuko,Puppo,Engineer,1990-12-26,1996-12-25,"$40,000.00"
13445,Renee,Dehkordi,Engineer,1996-11-29,9999-01-01,"$53,194.00"
13451,Gretta,Weiland,Senior Staff,1995-08-23,9999-01-01,"$40,000.00"
13451,Gretta,Weiland,Staff,1986-08-23,1995-08-23,"$40,000.00"
13457,Shooichi,Parfitt,Senior Engineer,1991-01-18,9999-01-01,"$40,812.00"
13457,Shooichi,Parfitt,Engineer,1986-01-18,1991-01-18,"$40,812.00"
13458,Feipei,Nivat,Senior Engineer,1995-03-02,9999-01-01,"$41,375.00"
13458,Feipei,Nivat,Engineer,1989-03-02,1995-03-02,"$41,375.00"
13463,Theron,Berstel,Senior Engineer,1993-01-25,9999-01-01,"$40,000.00"
13463,Theron,Berstel,Engineer,1988-01-26,1993-01-25,"$40,000.00"
13465,Sasan,Rehfuss,Engineer,1999-03-12,9999-01-01,"$49,821.00"
13493,Uinam,Jullig,Senior Engineer,1992-09-06,9999-01-01,"$40,000.00"
13493,Uinam,Jullig,Engineer,1987-09-07,1992-09-06,"$40,000.00"
13504,Parto,Mandell,Engineer,1994-12-21,9999-01-01,"$41,895.00"
13504,Parto,Mandell,Assistant Engineer,1986-12-21,1994-12-21,"$41,895.00"
13524,Chaoyi,Porotnikoff,Senior Staff,2000-10-27,9999-01-01,"$52,849.00"
13524,Chaoyi,Porotnikoff,Staff,1995-10-28,2000-10-27,"$52,849.00"
13535,Arunas,Schlenzig,Senior Engineer,2000-05-19,9999-01-01,"$40,000.00"
13535,Arunas,Schlenzig,Engineer,1993-05-19,2000-05-19,"$40,000.00"
13535,Arunas,Schlenzig,Assistant Engineer,1986-05-19,1993-05-19,"$40,000.00"
13546,Aimee,Brookner,Senior Engineer,1997-10-26,9999-01-01,"$50,295.00"
13546,Aimee,Brookner,Engineer,1988-10-26,1997-10-26,"$50,295.00"
13549,Matk,Koprowski,Technique Leader,1997-06-18,9999-01-01,"$40,000.00"
13552,Ingmar,Capobianchi,Senior Staff,1993-03-23,9999-01-01,"$73,346.00"
13552,Ingmar,Capobianchi,Staff,1985-03-23,1993-03-23,"$73,346.00"
13576,Jungsoon,Engberts,Senior Staff,2001-08-29,9999-01-01,"$73,022.00"
13576,Jungsoon,Engberts,Staff,1992-08-29,2001-08-29,"$73,022.00"
13605,Dmitry,Encarnacion,Senior Staff,1991-09-29,9999-01-01,"$70,404.00"
13605,Dmitry,Encarnacion,Staff,1985-09-29,1991-09-29,"$70,404.00"
13621,Fei,Haddadi,Engineer,1995-02-09,9999-01-01,"$73,192.00"
13621,Fei,Haddadi,Assistant Engineer,1987-02-09,1995-02-09,"$73,192.00"
13624,Zhigen,Yurek,Senior Staff,1996-05-11,9999-01-01,"$40,000.00"
13624,Zhigen,Yurek,Staff,1987-05-12,1996-05-11,"$40,000.00"
13629,Dzung,Trelles,Senior Engineer,1994-01-03,9999-01-01,"$40,000.00"
13629,Dzung,Trelles,Engineer,1987-01-03,1994-01-03,"$40,000.00"
13648,Zejun,Lamba,Technique Leader,1985-11-16,9999-01-01,"$47,723.00"
